ID,Name,Credit Hours
GRMN 3071,Introductory Business German I,3
GRMN 3110,Television & Electronic Culture,3
GRMN 3695,"German Business and Technology: Structure, Communication and Correspondence",3
GRMN 3696,German Business and Technology: Current Issues,3
GRMN 3697,German Business and Technology: Communication,3
GRMN 3813,Special Topics,3
GRMN 3821,Special Topics,1
GRMN 3822,Special Topics,2
GRMN 3823,Special Topics,3
GRMN 3833,Special Topics,3
GRMN 3901,Special Problems,1
GRMN 3XXX,German Elective,1
GRMN 4001,Advanced German Grammar,3
GRMN 4010,Perspectives of German Media,3
GRMN 4012,Typical German Towards a German Identity,3
GRMN 4023,Selected Readings in German Literature,3
GRMN 4024,German Film and Literature,3
GRMN 4025,German Culture & Film,3
GRMN 4026,German Post-Wall Cinema,3
GRMN 4027,"Political Songwriting in Germany, 1945 to Present",3
GRMN 4028,Americanization and Anti-Americanism in the Federal Republic of Germany,3
GRMN 4061,Advanced Business German I,3
GRMN 4065,"The European Union: History, Institutions and Current Issues and Challenges",3
GRMN 4120,Literary Representations of German History,3
GRMN 4126,Advanced Stylistics: Grammar and Discourse,3
GRMN 4310,S&T in German History and Culture,3
GRMN 4500,Advanced Intercultural Seminar,3
GRMN 4691,Berlin: The Capital in the 20th Century,3
GRMN 4693,Industrial Transformation and German Society/Economy,3
GRMN 4695,German Internship,1
GRMN 4698,Undergraduate Research Assistantship,1
GRMN 4699,Undergraduate Research,1
GRMN 4813,Special Topics,3
GRMN 4823,Special Topics,3
GRMN 4833,Special Topics,3
GRMN 4901,Special Problems in German,1
GRMN 4902,Special Problems in German,1
GRMN 4XXX,German Elective,1
GRMN 6001,Advanced German Grammar,3
GRMN 6010,Perspectives of German Media,3
GRMN 6028,Americanization and Anti-Americanism in the Federal Republic of Germany,3
GRMN 6310,S&T in German History and Culture,3
GRMN 6500,Intercultural Seminar,3
GRMN 6510,Applied Language Practicum,3
GRMN 6511,Applied Language Practicum Abroad,3
GRMN 6695,German Internship Abroad,3
GRMN 6696,German Internship Abroad,6
GRMN 7000,Master's Thesis,1
GRMN 8803,Special Topics,3
HP 6403,Radiological Health I,3
HP 6406,Radiological Health II,3
HP 6416,Applied Radiological Health Laboratory,3
HP 6506,Operational Health Physics,3
HP 6601,Industrial Hygiene,3
HP 6755,Radiological Assessment and Waste Management,3
HP 6756,Radiation Physics,3
HP 6757,Radiation Detection,3
HP 6758,Numerical Methods in Mechanical Engineering,3
HP 6XXX,Health Phys ELective,1
HP 7000,Master's Thesis,1
HP 7757,Teaching Practicum,3
HP 8011,Seminars in Health Physics,1
HP 8012,Seminars in Health Physics,1
HP 8801,Special Topics in Health Physics,1
HP 8802,Special Topics in Health Physics,2
HP 8803,Special Topics in Health Physics,3
HP 8804,Special Topics in Health Systems,4
HP 8805,Special Topics in Health Physics,5
HP 8806,Special Topics in Health Physics,6
HP 8901,Special Problems in Health Physics,1
HP 8902,Special Problems in Health Physics,1
HP 8903,Special Problems in Health Physics,1
HP 8904,Special Problems in Health Physics,1
HP 8905,Special Problems in Health Physics,1
HP 8906,Special Problems in Health Physics,1
HP 8997,Teaching Assistantship,1
HP 8998,Research Assistantship,1
HP 9000,Doctoral Thesis,1
HS 4001,Introduction to Health Systems,3
HS 6000,Introduction to Healthcare Delivery,3
HS 6100,Healthcare Delivery Systems Models,3
HS 6200,Healthcare Financial Management,3
HS 6300,Healthcare Information Systems,3
HS 6400,Health Systems Practice,3
HS 6XXX,Health Systems Elective,1
HS 8803,Special Topics,3
HS 8811,Special Topics,1
HS 8813,Special Topics,3
HS 8900,Special Problems,1
HS 8901,Special Problems,1
HS 8997,Teaching Assistantship,1
HS 8998,Research Assistantship,1
HIN 1801,Special Topics,1
HIN 1803,Special Topics,3
HIN 1804,Special Topics,4
HIN 1813,Special Topics,3
HIN 1814,Topics of current interest in Hindi Languages, 
HIN 1823,Special Topics,3
HIN 1824,Topics of current interest in Hindi Languages, 
HIN 2813,Topics of current interest in Hindi Languages, 
HIN 3813,Topics of current interest in Hindi Languages, 
HIN 3823,Special Topics,3
HIN 3833,Special Topics,3
HIN 4813,Topics of current interest in Hindi Languages, 
HIN 4823,Special Topics,3
HIN 4833,Special Topics,3
HIST 2111,The United States to 1877,3
HIST 2112,The United States since 1877,3
HTS 1001,"Introduction to History, Technology, and Society",3
HTS 1031,Europe Since the Renaissance,3
HTS 1081,Engineering in History,3
HTS 1XXX,"Hist,Tech & Soc Elective",1
HTS 2001,Early American History,3
HTS 2002,The American Revolution and Constitution,3
HTS 2006,History of the Old South to 1865,3
HTS 2007,History of the New South since 1865,3
HTS 2011,The Gilded Age and the Progressive Era,3
HTS 2013,Modern America: World War II and After,3
HTS 2015,History of Sports in America,3
HTS 2016,Social Issues and Public Policy,3
HTS 2036,Revolutionary Europe: 1789-1914,3
HTS 2037,Twentieth Century Europe: 1914 to Present,3
HTS 2040,History of Islamic Societies,3
HTS 2041,History of the Modern Middle East,3
HTS 2051,Colonial Latin America and the World,3
HTS 2052,North American Borderlands,3
HTS 2061,Traditional Asia and Its Legacy,3
HTS 2062,Asia in the Modern World,3
HTS 2080,Introduction to the History of Disease and Medicine,3
HTS 2081,The Scientific Revolution,3
HTS 2082,Technology and Science in the Industrial Age,3
HTS 2084,Technology and Society,3
HTS 2085,Reel History I: US History through Hollywood Films,3
HTS 2100,"Sci, Tech & Modern World",3
HTS 2101,Historical and Social Research,3
HTS 2694,HTS Internship - Paid,1
HTS 2695,HTS Internship-Credit,1
HTS 2698,Undergraduate Research Assistantship,1
HTS 2699,Undergraduate Research,1
HTS 2801,Special Topics,1
HTS 2803,Special Topics,3
HTS 2813,Special Topics,3
HTS 2823,Special Topics,3
HTS 2927,Special Problems,1
HTS 2928,Special Problems,1
HTS 2929,Special Problems,1
HTS 2XXX,"Hist,Tech & Soc Elective",1
HTS 3001,American Economic History,3
HTS 3002,History of American Business,3
HTS 3003,Sociology of Economic Institutions,3
HTS 3005,American Environmental History,3
HTS 3006,United States Labor History,3
HTS 3007,"Sociology of Work, Industry, and Occupations",3
HTS 3008,"Class, Power, and Social Inequality",3
HTS 3009,The American Civil War,3
HTS 3011,The City in American History,3
HTS 3012,Urban Sociology,3
HTS 3015,History of the Vietnam War,3
HTS 3016,Women and Gender in the United States,3
HTS 3017,Sociology of Gender,3
HTS 3018,New Religions and Cults in America,3
HTS 3019,"The Family, Sexuality, and Social Change in America",3
HTS 3020,Gender and Technology,3
HTS 3021,Women in Science and Engineering,3
HTS 3022,Gender and Sports,3
HTS 3023,Slaves without Masters: Free People of Color before 1865,3
HTS 3024,African American History to 1865,3
HTS 3025,African American History since 1865,3
HTS 3026,Sociology of Race and Ethnicity,3
HTS 3027,The Civil Rights Movement,3
HTS 3028,"Ancient Greece: Gods, Heroes, and RuinS",3
HTS 3029,Ancient Rome: From Greatness to Ruins,3
HTS 3030,Medieval Europe: 350 to 1400,3
HTS 3031,European Labor History,3
HTS 3032,Modern European Intellectual History,3
HTS 3033,Medieval England,3
HTS 3035,Britain from 1815-1914,3
HTS 3036,Britain Since 1914,3
HTS 3038,The French Revolution,3
HTS 3039,Modern France,3
HTS 3041,Modern Spain,3
HTS 3043,Modern Germany,3
HTS 3045,Nazi Germany and the Holocaust,3
HTS 3046,"Science, Poliltics, and Culture in Nazi Germany",3
HTS 3048,Modern Russian History,3
HTS 3051,Women and the Politics of Gender in the Middle East,3
HTS 3055,Globalization in the Modern Era,3
HTS 3061,Modern China,3
HTS 3062,Modern Japan,3
HTS 3063,Outposts of Empire: Comparative History of British,3
HTS 3064,Sociology of Development,3
HTS 3065,History of Global Societies,3
HTS 3066,Sociology of Politics and Society,3
HTS 3067,Revolutionary Movements in the Modern World,3
HTS 3068,Social Movements,3
HTS 3069,Modern Cuba,3
HTS 3070,Culture and Society,3
HTS 3071,Sociology of Crime,3
HTS 3072,Sociology of Education,3
HTS 3073,Sociology of Sports,3
HTS 3075,Foundations of Sports Studies,3
HTS 3076,History of Intelligence and National Security,3
HTS 3080,History of Rocketry,3
HTS 3081,Technology and the Environment,3
HTS 3082,Sociology of Science,3
HTS 3083,Technology and the Shaping of American Society,3
HTS 3084,Culture and Technology,3
HTS 3085,"Law, Technology, and Politics",3
HTS 3086,Sociology of Medicine and Health,3
HTS 3087,History of Medicine,3
HTS 3088,"Race, Medicine & Science",3
HTS 3089,"Sceince, Technology and Sports",3
HTS 3100,Introduction to Museum Studies,3
HTS 3102,Social Theory and Social Structure,3
HTS 3103,Honor's Thesis,4
HTS 3803,Special Topics,3
HTS 3813,Special Topics,3
HTS 3823,Special Topics,3
HTS 3XXX,"Hist,Tech & Soc Elective",1
HTS 4001,Seminar in United States History,4
HTS 4011,Seminar in Sociology,4
HTS 4031,Seminar in European History,4
HTS 4061,Seminar in Asian History,4
HTS 4081,Seminar in History of Technology,4
HTS 4086,"Seminar in Health, Medicine, and Society",4
HTS 4091,Seminar in Global Issues,4
HTS 4694,HTS Internship-Paid,1
HTS 4695,HTS Internship-Credit,1
HTS 4698,Undergraduate Research Assistantship,1
HTS 4699,Undergraduate Research,1
HTS 4811,Special Topics,1
HTS 4812,Special Topics,2
HTS 4813,Special Topics,3
HTS 4814,Special Topics,4
HTS 4815,Special Topics,5
HTS 4823,Special Topics,3
HTS 4833,Special Topics,3
HTS 4843,Special Topics,3
HTS 4925,"Special Problems in History, Technology, and Society",1
HTS 4926,"Special Problems in History, Technology, and Society",1
HTS 4927,"Special Problems in History, Technology, and Society",1
HTS 4928,"Special Problems in History, Technology, and Society",1
HTS 4929,"Special Problems in History, Technology, and Society",1
HTS 4990,"History, Technology and Society Internship",1
HTS 4XXX,"Hist,Tech & Soc Elective",1
HTS 6001,Proseminar in Social Theory,3
HTS 6002,Proseminar in the History of Technology,3
HTS 6101,Social and Political History of the United States,3
HTS 6102,Social and Political History of Europe,3
HTS 6103,Social and Political History of the Nonwestern World,3
HTS 6106,Business Organizations and Political Economy,3
HTS 6110,"Gender, Science, and Technology",3
HTS 6111,Technology and Modern Culture,3
HTS 6112,Studies in Science and Engineering,3
HTS 6113,"Development, Technology and Science",3
HTS 6114,Topics in the History of Science,3
HTS 6115,Sociology of Science and Technology,3
HTS 6116,The Environment in World History,3
HTS 6117,Urbanization,3
HTS 6118,Sci Tech and the Economy,3
HTS 6119,Race and Ethnicity,3
HTS 6120,"Inequality, Science and Technology",3
HTS 6121,"Science, Technology and Security",3
HTS 6122,History of Medicine,3
HTS 6123,Social and Cultural Studies of Biomedicine,3
HTS 6124,Science and Technology Beyond Borders,3
HTS 6743,"Science, Technology & Soceity: Core Seminar",3
HTS 6801,Research Paper,3
HTS 6XXX,"Hist,Tech&Society Elect",1
HTS 7001,Foundations of Socio-historical Analysis,3
HTS 7002,Research and Writing Seminar,3
HTS 7999,Comprehensive Exam Preparation,3
HTS 8001,"Comparative History of Labor, Industry, Technology, and Society",3
HTS 8801,Special Topics,1
HTS 8802,Special Topics,2
HTS 8803,Special Topics,3
HTS 8804,Special Topics,4
HTS 8805,Special Topics,5
HTS 8806,Special Topics,6
HTS 8901,Special Problems,1
HTS 8902,Special Problems,1
HTS 8903,Special Problems,1
HTS 8904,Special Problems,1
HTS 8905,Special Problems,1
HTS 8906,Special Problems,1
HTS 8997,Teaching Assistantship,1
HTS 8998,Research Assistantship,1
HTS 9000,Doctoral Thesis,1
HUM 1XXX,Humanities Elective,1
HUM 21XX,Literature Elective,1
HUM 2XXX,Humanities Elective,1
HUM 3XXX,Humanities Elective,1
HUM 4XXX,Humanities Elective,1
ID 1011,Industrial Design Fundamentals 1,2
ID 1012,Industrial Design Fundamentals 2,2
ID 1101,Introduction to Industrial Design 1,1
ID 1102,Introduction to Industrial Design 2,1
ID 1401,Introduction to Graphic Communications 1,1
ID 1402,Introduction to Graphic Communications 2,1
ID 1418,Introduction to Sketching and Modeling 1,1
ID 1419,Introduction to Sketching and Modeling 2,1
ID 1XXX,Industrial Dsgn Elective,1
ID 2011,Introductory Design I,4
ID 2012,Introductory Design II,4
ID 2021,Industrial Design Studio 1,4
ID 2022,Industrial Design Studio 2,4
ID 2023,Industrial Design Studio 1,3
ID 2024,Industrial Design Studio 2,3
ID 2101,Digital Design Methods,3
ID 2102,3D Modeling,2
ID 2201,Sustainable Issues for Design,3
ID 2202,History of Modern Industrial Design,3
ID 2241,History of Art 1,3
ID 2242,History of Art 2,3
ID 2320,Human Factors in Design,3
ID 2325,User Centered Design Methods,3
ID 2401,Visual Design Thinking,3
ID 2510,Introduction to Smart Product Design,3
ID 2698,Undergraduate Research Assistantship,1
ID 2699,Undergraduate Research,1
ID 2XXX,Industrial Dsgn Elective,1
ID 3011,Intermediate Design I,5
ID 3012,Intermediate Design II,5
ID 3031,Health Design Studio 1,4
ID 3032,Health Design Studio 2,4
ID 3041,Product Development Studio 1,4
ID 3042,Product Development Studio 2,4
ID 3051,Interactive Product Design Studio 1,4
ID 3052,Interactive Product Design Studio 2,4
ID 3103,Industrial Design Computing I,3
ID 3104,Industrial Design Computing II,3
ID 3201,Design & Community: The Social and Environmental Impact of Design,3
ID 3301,Materials I: Renewables,3
ID 3302,Materials and Processes II: Nonrenewables,3
ID 3320,Design Methods: User Centered Design,3
ID 3510,Introduction to Interactive Product Design,3
ID 3520,Tangible Interaction,3
ID 3803,Special Topics,3
ID 3813,Special Topics,3
ID 3814,Special Topics,4
ID 3901,Special Problems,1
ID 3902,Special Problems,1
ID 3XXX,Industrial Dsgn Elective,1
ID 4011,Advanced Design I,5
ID 4012,Advanced Design II,5
ID 4061,ID Capstone Design Studio 1,4
ID 4062,ID Capstone Design Studio 2,4
ID 4071,Invention Studio 1,4
ID 4072,Invention Studio 2,4
ID 4081,ID/ME Collaborative Design Studio 1,4
ID 4082,ID/ME Collaborative Design Studio 2,4
ID 4103,Alias Studio I,3
ID 4104,Alias Studio II,3
ID 4105,Advanced Modeling Concepts for Creating Complex Forms,3
ID 4106,Parametric Product Modeling,3
ID 4201,Design/Research Methods,3
ID 4202,Professional Practice and Preparation,3
ID 4203,French Society and Culture,3
ID 4204,Theorizing Design,3
ID 4205,French Design and Culture,3
ID 4206,Culture of Objects:  A Seminar on the Design and Culture of Objects,3
ID 4210,Introduction to Universal Design in the Built Environment,3
ID 4320,Prototyping Interaction: Designing for Experience,3
ID 4418,Design Sketching,3
ID 4450,Developing a Professional Design Portfolio,3
ID 4510,Wearable Product Design,3
ID 4698,Undergraduate Research Assistantship,1
ID 4699,Undergraduate Research,1
ID 4803,Special Topics: Furniture,3
ID 4813,Special Topics: Sustainability,3
ID 4823,Special Topics: Information Technology,3
ID 4833,Special Topics: Collaborative,3
ID 4843,Special Topics: History and Theory,3
ID 4900,Special Problems: Visual Communications,1
ID 4901,Special Problems: Mentor Program,1
ID 4902,Special Problems: Mentor Program,1
ID 4903,Special Problems: Research,1
ID 4904,Special Problems: Research,1
ID 4XXX,Industrial Dsgn Elective,1
ID 6100,Introduction to Graduate Studies in Industrial Design,3
ID 6101,Human Centered Design,3
ID 6102,Graduate Studio A,4
ID 6103,Graduate Studio B,4
ID 6104,Drawing,2
ID 6105,Brand and Visual Design,3
ID 6106,3D Design Methods,2
ID 6107,Integrated Product Design,3
ID 6108,Survey of Industrial Design History,3
ID 6109,Human Factors and Ergonomics,3
ID 6200,Industrial Design Graduate Studio I,6
ID 6201,Industrial Design Graduate Studio II,6
ID 6211,Graduate Studio One,4
ID 6212,Grad Studio Two: Health and Wellness,4
ID 6213,Grad Studio Two: Interactive Products,4
ID 6214,Strategic Design Language,3
ID 6215,Service Design,3
ID 6216,"Service Design, Brand and Value Creation",3
ID 6271,Healthcare Design of the Future,3
ID 6400,Master's Project,1
ID 6401,Visualizing Interaction,3
ID 6420,Advanced Sketching,3
ID 6509,"Computation, Creativity and Design Cognition",3
ID 6510,Design for Interaction: Working with New Technologies,3
ID 6515,Interface Prototyping: Exploring Tools & Theories,3
ID 6753,Human-Computer Interaction Professional Preparation and Practice,1
ID 6763,Design of Interactive Environments,3
ID 6800,Investigations of Universal Design in the Built Environment,3
ID 6820,"Web Design, Usability and Accessibility",3
ID 6998,HCI Master's Project,1
ID 7000,Master's Thesis,1
ID 8802,Special Topics in ID,2
ID 8803,Special Topics,3
ID 8804,Special Topics,4
ID 8900,Special Problems,1
ID 8903,Special Problems in Human-Computer Interaction,1
ID 8997,Teaching Assistantship,1
ID 8998,Reasearch Assistantship,1
ISYE 1XXX,Indust&Sys Engr ELective,1
ISYE 2027,Probability with Applications,3
ISYE 2028,Basic Statistical Methods,3
ISYE 2127,Honors Probability,3
ISYE 2128,Honors Statistics,3
ISYE 2698,Undergraduate Research Assistantship,1
ISYE 2699,Undergraduate Research,1
ISYE 2801,Special Topics,1
ISYE 2803,Special Topics,3
ISYE 2XXX,Indust&Sys Engr Elective,1
ISYE 3025,Essentials of Engineering Economy,1
ISYE 3039,Methods of Quality Improvement,3
ISYE 3044,Simulation Analysis and Design,3
ISYE 3103,Introduction to Supply Chain Modeling: Logistics,3
ISYE 3104,Introduction to Supply Chain Modeling: Manufacturing and Warehousing,3
ISYE 3133,Engineering Optimization,3
ISYE 3232,Probabilistic Operations Research,3
ISYE 3770,Statistics and Applications,3
ISYE 3790,Introduction to Cognitive Science,3
ISYE 3803,Special Topics,3
ISYE 3833,Special Topics,3
ISYE 3XXX,Indust&Sys Engr Elective,1
ISYE 4009,Design of Human-Integrated Systems,3
ISYE 4031,Regression and Forecasting,3
ISYE 4034,Decision and Data Analytics,3
ISYE 4106,Senior Design,4
ISYE 4111,Advanced Supply Chain Logistics,3
ISYE 4133,Advanced Optimization,3
ISYE 4232,Advanced Stochastic Systems,3
ISYE 4301,Supply Chain Economics,3
ISYE 4311,Capital Investment Analysis,3
ISYE 4331,Honors Optimization,3
ISYE 4501,"Energy, Efficiency, and Sustainability",3
ISYE 4698,Undergraduate Research Assistantship,1
ISYE 4699,Undergraduate Research,1
ISYE 4740,Bio-Inspired Design,3
ISYE 4800,Special Topics,n
ISYE 4801,Special Topics,1
ISYE 4802,Special Topics,2
ISYE 4803,Special Topics,3
ISYE 4813,Special Topics,3
ISYE 4823,Special Topics,3
ISYE 4833,Honors Topics,3
ISYE 4843,Special Topics,3
ISYE 4852,Special Topics,2
ISYE 4991,Special Problems,1
ISYE 4992,Special Problems,1
ISYE 4993,Special Problems,1
ISYE 4XXX,Indust&Sys Engr Elective,1
ISYE 6101,Organizational Behavior for Engineers,3
ISYE 6201,Manufacturing Systems,3
ISYE 6202,Warehousing Systems,3
ISYE 6203,Transportation and Supply Chain Systems,3
ISYE 6205,Cognitive Engineering,3
ISYE 6215,Models in Human-Machine Systems,3
ISYE 6223,Understanding and Aiding Human Decision Making,3
ISYE 6224,Advances in Human-Machine Systems Research,3
ISYE 6225,Advanced Engineering Economy,3
ISYE 6227,Introduction to Financial Engineering,3
ISYE 6229,Productive Measurement and Analysis,3
ISYE 6230,Economic Decision Analysis,3
ISYE 6231,Design of Human-integrated Systems,3
ISYE 6232,Safety-critical Real-time Systems,3
ISYE 6234,Measurement and Evaluation of Human-integrated Systems,3
ISYE 6307,Scheduling Theory,3
ISYE 6320,Public Impact Applications of Operations Research and Management Science,3
ISYE 6331,Statistics for Supply Chain Engineering,3
ISYE 6332,Finance for Supply Chain Engineering,3
ISYE 6333,Operations Research for Supply Chain Engineering I,3
ISYE 6334,Operations Research fo Supply Chain Engineering II,3
ISYE 6335,Supply Chain Engineering I,3
ISYE 6336,Supply Chain Engineering II,3
ISYE 6337,Supply Chain Engineering III,3
ISYE 6338,Suppply Chain Strategy,3
ISYE 6339,Supply Chain Information Systems,3
ISYE 6340,Supply Chain Engineering Seminar,3
ISYE 6341,Capstone Project for Supply Chain Engineering I,3
ISYE 6342,Capstone Project for Supply Chain Engineering II,3
ISYE 6380,Production Planning and Control,3
ISYE 6381,Manufacturing Reliability,3
ISYE 6382,Quality Control and Six Sigma,3
ISYE 6383,Fundamentals of Manufacturing Supply Chain Operations,3
ISYE 6401,Applied Regression Analysis I,3
ISYE 6402,Time Series Analysis,3
ISYE 6404,Nonparametric Data Analysis,3
ISYE 6405,Statistical Methods for Manufacturing Design and Improvement,3
ISYE 6411,Fundamentals of Statistics with Applications,3
ISYE 6412,Theoretical Statistics,3
ISYE 6413,Design and Analysis of Experiments,3
ISYE 6414,Statistical Modeling and Regression Analysis,3
ISYE 6416,Computational Statistics,3
ISYE 6420,Introduction to Theory and Practice of Bayesian Statistics,3
ISYE 6421,Biostatistics,3
ISYE 6501,Intro Analytics Modeling,3
ISYE 6644,Simulation,3
ISYE 6645,Monte Carlo Methods,3
ISYE 6650,Probabilistic Models and Their Applications,3
ISYE 6656,Queuing Theory,3
ISYE 6661,Optimization I: Linear Programming,3
ISYE 6662,Optimization II: Network Flows and Discrete Optimization,3
ISYE 6663,Optimization III: Nonlinear Programming,3
ISYE 6664,Stochastic Optimization,3
ISYE 6669,Deterministic Optimization,3
ISYE 6673,Financial Optimization Models,3
ISYE 6679,Computational Methods in Optimization,3
ISYE 6701,Energy Technology and Policy,3
ISYE 6739,Basic Statistical Methods,3
ISYE 6740,"Computational Data Analysis: Learning, Mining, and Computation",3
ISYE 6748,Applied Analytics Practicum,6
ISYE 6759,Stochastic Processes in Finance,3
ISYE 6761,Stochastic Processes I,3
ISYE 6762,Stochastic Processes II,3
ISYE 6767,Design and Implementation of Systems to Support,3
ISYE 6769,Fixed Income Securities,3
ISYE 6772,Management of Technology II,3
ISYE 6773,Management of Technology III,3
ISYE 6774,Management of Technology Project,3
ISYE 6775,Management of Technology Seminar,1
ISYE 6777,Analysis of Emerging Technologies,3
ISYE 6779,Dynamic System Simulation and Modeling,3
ISYE 6781,Reliability Theory,3
ISYE 6783,Statistical Techniques of Financial Data Analysis,3
ISYE 6785,The Practice of Quantitative and Computational Finance,3
ISYE 6792,Computer Integrated Manufacturing Systems Seminar,1
ISYE 6793,Advanced Topics in Quantitative and Computational Finance,3
ISYE 6795,Introduction to Cognitive Science,3
ISYE 6805,Reliability Engineering,3
ISYE 6810,Systems Monitoring and Prognostics,3
ISYE 6831,Advanced Simulation,3
ISYE 6832,Simulation Theory and Methods,3
ISYE 6XXX,Indust&Sys Engr Elective,1
ISYE 7000,Master's Thesis,1
ISYE 7201,Production and Service Systems Engineering,3
ISYE 7203,Logistics Systems Engineering,3
ISYE 7204,Informatics in Production & Service Systems,3
ISYE 7210,Real-time Interactive Simulation,3
ISYE 7400,Advanced Design of Experiments,3
ISYE 7401,Advanced Statistical Modeling,3
ISYE 7405,Multivariate Data Analysis,3
ISYE 7406,Data Mining and Statistical Learning,3
ISYE 7441,Linear Statistical Models I,3
ISYE 7510,Graph Algorithms,3
ISYE 7653,Case Studies in Logistics/Manufacturing,3
ISYE 7661,Theory of Linear Inequalities,3
ISYE 7682,Convexity,3
ISYE 7683,Advanced Nonlinear Programming,3
ISYE 7686,Advanced Combinatorial Optimization,3
ISYE 7687,Advanced Integer Programming,3
ISYE 7688,Computational Mathematical Programming,3
ISYE 7790,Cognitive Modeling,4
ISYE 8011,Seminar,1
ISYE 8012,Seminar,1
ISYE 8013,Seminar,1
ISYE 8014,Contemporary Topics in System Informatics and Control,1
ISYE 8795,Colloquium in Cognitive Sciences,1
ISYE 8802,Special Topics in ISYE,2
ISYE 8803,Special Topics,3
ISYE 8811,Special Topics,1
ISYE 8813,Special Topics in Operations Research,3
ISYE 8843,Advanced Topics in Statistics,3
ISYE 8851,Topics in Manufacturing,3
ISYE 8852,Topics in Logistics,3
ISYE 8861,Advanced Topics in Stochastics,3
ISYE 8862,Advanced Topics in Simulation,3
ISYE 8871,Advanced Topics in Linear and Discrete Optimization,3
ISYE 8872,Advanced Topics in Nonlinear Optimization,3
ISYE 8893,Special Topics in Cognitive Science,3
ISYE 8900,Special Problems in Industrial Engineering,1
ISYE 8901,Special Problems in Operations Research,1
ISYE 8997,Teaching Assistantship,1
ISYE 8998,Research Assistantship,1
ISYE 9000,Doctoral Thesis,1
INTA 1002,Effective Study Abroad,1
INTA 1050,The World Today,3
INTA 1110,Introduction to International Relations,3
INTA 1200,American Government in Comparative Perspective,3
INTA 1XXX,International Affairs Elective,1
INTA 2001,Careers in International Affairs,1
INTA 2010,Empirical Methods,3
INTA 2030,Ethics in International Affairs,3
INTA 2040,"Science, Technology, and International Affairs",3
INTA 2042,Introduction to Global WMD Issues,3
INTA 2050,Intro to Global Development,3
INTA 2100,Theoretical Approaches to Great Power Relations,3
INTA 2120,Introduction to International Security,3
INTA 2210,Comparative Political Philosophies and Ideologies,3
INTA 2220,Government and Politics of Western Europe,3
INTA 2221,Politics of the European Union,3
INTA 2230,Government and Politics of Asia,3
INTA 2241,"Government, Politics and Society of Latin America",3
INTA 2260,"Government, Politics and Society of the Middle East",3
INTA 2698,Undergraduate Research Assistantship,1
INTA 2699,Undergraduate Research,1
INTA 2803,Special Topics,3
INTA 2813,Special Topics,3
INTA 2823,Special Topics,3
INTA 2833,Special Topics,3
INTA 2901,Special Problems,1
INTA 2902,Special Problems,1
INTA 2903,Special Problems,1
INTA 2XXX,International Affairs Elective,1
INTA 3010,International Technology Transfer,3
INTA 3012,War in the 20th Century,3
INTA 3020,Contemporary Mexico,3
INTA 3031,Human Rights in a Technological World,3
INTA 3040,"Energy, Environment, and Policy",3
INTA 3042,Energy and International Security,3
INTA 3043,Space Policy,3
INTA 3044,Global Politics of Technology,3
INTA 3050,The Meaning of Global Citizenship,3
INTA 3101,International Institutions,3
INTA 3102,The Problem of Proliferation,3
INTA 3103,The Challenge of Terrorism,3
INTA 3104,International Negotiations,3
INTA 3110,U, 
INTA 3111,U, 
INTA 3120,European Security Issues,3
INTA 3121,Foreign Policies of Russia and Eurasia,3
INTA 3130,Foreign Policy of China,3
INTA 3131,Pacific Security Issues,3
INTA 3203,Comparative Politics,3
INTA 3220,Government and Politics of Germany,3
INTA 3221,Post-Soviet Government and Politics,3
INTA 3223,Transatlantic Relations,3
INTA 3230,Government and Politics of China,3
INTA 3231,Government and Politics of Japan,3
INTA 3232,Sustainable Megaregion,3
INTA 3240,Government and Politics of Africa,3
INTA 3241,Latin American Politics,3
INTA 3242,Soccer and Global Politics,3
INTA 3243,US - Latin American Relations,3
INTA 3260,Middle East Relations,3
INTA 3301,International Political Economy,3
INTA 3303,Political Economy of Development,3
INTA 3304,International Trade and Production,3
INTA 3321,Political Economy of European Integration,3
INTA 3330,Political Economy of China,3
INTA 3331,Political Economy of Japan,3
INTA 3773,Global Issues and Leadership,3
INTA 3803,Special Topics,3
INTA 3813,Special Topics,3
INTA 3823,Special Topics,3
INTA 3833,Special Topics,3
INTA 3XXX,International Affairs Elective,1
INTA 4007,Intelligence and International Security,3
INTA 4011,Technology and Military Organization,3
INTA 4014,Scenario Writing and Pathgaming,3
INTA 4016,Strategy and Arms Control,3
INTA 4040,Environmental Politics,3
INTA 4050,International Affairs and Technology Policy Making,3
INTA 4060,International Law,3
INTA 4101,Politics of the Vietnam War,3
INTA 4121,Seminar in Europe: European Security,3
INTA 4230,Seminar in Europe: European Union,3
INTA 4240,"Argentine Politics, History, and Culture",3
INTA 4241,Democracy in the Global South,3
INTA 4330,Chinese Economic Reform,3
INTA 4331,Chinese Politics in Transition,3
INTA 4332,Chinese Institutions and Policy Process,3
INTA 4333,Korean Security Policy,3
INTA 4340,Latin American Regional Economic and Political Integration,3
INTA 4500,Pro-Seminar in International Affairs,3
INTA 4698,Undergraduate Research Assistantship,1
INTA 4699,Undergraduate Research,1
INTA 4740,Seminar in Political Economy,3
INTA 4741,Thesis in Political Economy,3
INTA 4742,"Modeling, Simulation, and Military Gaming",3
INTA 4743,Japanese Society and Politics,3
INTA 4744,Global Development Capstone,3
INTA 4745,Information and Communication Technologies and Global Development,3
INTA 4803,Special Topics,3
INTA 4811,Special Topics,1
INTA 4812,Special Topics,2
