ID,Name,Credit Hours
INTA 4813,Special Topics,3
INTA 4814,Special Topics,4
INTA 4815,Special Topics,5
INTA 4823,Special Topics,3
INTA 4833,Special Topics,3
INTA 4901,Special Problems,1
INTA 4902,Special Problems,1
INTA 4903,Special Problems,1
INTA 4XXX,International Affairs Elective,1
INTA 6002,Strategic Decision Making,3
INTA 6003,Empirical Research Methods,3
INTA 6004,"Modeling, Forecasting, and Decision Making",3
INTA 6011,International Trade and Technology Transfer,3
INTA 6014,Scenerio Writing and Path Gaming,3
INTA 6015,Technology and Military Organizations,3
INTA 6016,Strategy and Arms Control,3
INTA 6022,Ethics and International Affairs,3
INTA 6102,International Relations Theory,3
INTA 6103,International Security,3
INTA 6105,International Institutional Design,3
INTA 6106,The State in International Affairs,3
INTA 6111,U, 
INTA 6121,Seminar In Europe: European Security,3
INTA 6122,"Science, Technology and National Security",3
INTA 6131,Pacific Security Issues,3
INTA 6202,Comparative Politics,3
INTA 6203,Comparative Institutional Design,3
INTA 6302,International Political Economy,3
INTA 6304,Modernization and Development,3
INTA 6306,Globalization,3
INTA 6320,Seminar in Europe: European Union,3
INTA 6330,Political Economy of East Asia,3
INTA 6331,Chinese Political Economy,3
INTA 6740,"Innovation, the State and Industrial Development in International Perspective",3
INTA 6742,"Modeling, Simulation and Military Gaming",3
INTA 6745,Information and Communication Technologies and Global Development,3
INTA 6753,Comparative Science and Technology Policy,3
INTA 6XXX,Intl Affairs Elective,1
INTA 7000,Master's Thesis,1
INTA 8000,"Seminar in Science, Technology and International Affairs I",3
INTA 8001,"Seminar in Science, Technology and International Affairs II",3
INTA 8010,"International Affairs, Science and Technology Ph", 
INTA 8801,Special Topics,1
INTA 8802,Special Topics,2
INTA 8803,Special Topics,3
INTA 8804,Special Topics,4
INTA 8805,Special Topics,5
INTA 8813,Special Topics,3
INTA 8823,Special Topics,3
INTA 8833,Special Topics,3
INTA 8901,Special Problems,1
INTA 8902,Special Problems,1
INTA 8903,Special Problems,1
INTA 8997,Teaching Assistantship,1
INTA 8998,Research Assistantship,1
INTA 9000,Doctoral Thesis,1
IL 6450,Analytical Methods,1
IL 6451,Demand and Yield Management,1
IL 6452,Reverse Green Logistics,1
IL 6453,Labor Relations,1
IL 6454,European Trade and Transport,1
IL 6455,Finance for the Logistics Practitioner,1
IL 6456,Financial Decision Making for Logistics,1
IL 6457,Trade and Transportation in the Americas,1
IL 6458,Warehousing and Cross-Docking,1
IL 6459,International Trade and Transportation,1
IL 6460,International Freight Management,1
IL 6461,Asian Trade and Transportation,1
IL 6464,Supply Chain Management II: ERP Systems,1
IL 6465,Marketing Channels and Partnering,1
IL 6466,Global Supply Chain Design and Measurement,1
IL 6467,Transportation,1
IL 6468,Manufacturing,1
IL 6472,Supply Chain Integration Lab III,1
IL 6475,Cases in International Logistics I,2
IL 6476,Cases in International Logistics II,2
IL 6477,Cases in International Logistics III,2
IL 6478,Cases in International Logistics IV,2
IL 6480,Supply Chain Lab I,1
IL 6481,Supply Chain Lab II,1
IL 6483,Supply Chain Lab IV,1
IL 6484,Supply Chain Lab V,1
IL 8801,Special Topics,1
INTN 2000,Professional Internship,1
INTN 2003,P/T Professional Internship,3
INTN 2006,Supervised Work Experience,6
INTN 2009,Supervised Work Experience,9
INTN 3011,International Internship Spring Term,1
INTN 3016,International Work Experience,6
INTN 3019,International Work Experience,9
INTN 4000,Professional Internship,1
INTN 4003,P/T Professional Internship,3
INTN 4006,Supervised Work Experience,6
INTN 4009,Supervised Work Experience,9
INTN 6000,Graduate Internship Program,1
INTN 6003,Graduate Internship Program,3
INTN 6006,Graduate Internship Prog,6
INTN 6009,Graduate Internship Program,9
IMBA 6000,Strategic Decision Making and Compromise Game,1
IMBA 6010,Cross-cultural Communications for Management,2
IMBA 6021,Data Analysis for Business,2
IMBA 6030,Organizational Behavior and Theory,3
IMBA 6031,Leadership and Organizational Behavior,2
IMBA 6040,Economic Analysis of Decisions in a Global Economy,3
IMBA 6050,Financial and Managerial Accounting,3
IMBA 6061,Information Systems for Global Organizations,2
IMBA 6070,Managerial Finance in World Markets,4
IMBA 6071,Financial Management,3
IMBA 6081,Manufacturing and Service Management,2
IMBA 6090,Marketing and Consumer Behavior,3
IMBA 6101,Product Strategies for Global Markets,2
IMBA 6110,Risk Management and Technology Transfer,2
IMBA 6121,Managing the Global Workforce,2
IMBA 6131,Strategic Management Theory and Analysis,2
IMBA 6140,Comparative Management Systems,2
IMBA 6150,Entrepreneurship and Entrepreneurial Firms,1
IMBA 6160,National and International Regulation of Business,2
IMBA 6170,"Quality, Sustainable Technology, Competitiveness",1
IMBA 6180,Leadership Skills and Processes,1
IMBA 6200,Strategic Business Simulation,2
IMBA 6210,Analysis of Emerging Technology,2
IMBA 6220,Applied Entrepreneurship Seminar,1
IMBA 6230,International Business Negotiations,1
IMBA 6240,Ethical Issues in Global Business Environments,1
IMBA 6250,International Finance,2
IMBA 6260,Global Supply Chain and Electronic Commerce,2
IMBA 6300,Analysis of Global Environments I,2
IMBA 6310,Analysis of Global Environments II,3
IMBA 6311,Analysis of Global Environments,4
IMBA 6400,Global Strategy Project I,1
IMBA 6401,Global Strategy Project I,2
IMBA 6410,Global Strategy Project II,1
IMBA 6411,Global Strategy Project II,2
IMBA 6420,Global Strategy Project II,2
IMBA 6430,Business Strategies for Sustainability,2
IPCO 3011,International Plan Co-op Abroad,1
IPFS 3012,International Plan Exchange Program,1
IPIN 3011,International Plan Intern Abroad,1
IPSA 3012,International Plan Study Abroad,1
IAC 2001,Global Religions and Community Engagement,3
IAC 2002,"Science, Engineering, and Religion: An Interfaith Dialogue",3
IAC 2801,Special Topics in IAC,1
IAC 2803,Special Topics in IAC,3
IAC 2813,Special Topics in IAC,3
IAC 3803,Special Topics in IAC,3
IAC 3813,Special Topics in IAC,3
IAC 4803,Special Topics in IAC,3
IAC 4811,Special Topics in IAC,1
IAC 4813,Special Topics in IAC,3
JAPN 1001,Elementary Japanese I,4
JAPN 1002,Elementary Japanese II,4
JAPN 10X1,Trans Elementary Japanese I,3
JAPN 10X2,Trans Elementary Japanese II,3
JAPN 1813,Special Topics,3
JAPN 1814,Special Topics,4
JAPN 1815,Special Topics,5
JAPN 1816,Special Topics,6
JAPN 1XXX,Japanese Elective,1
JAPN 2001,Intermediate Japanese I,3
JAPN 2002,Intermediate Japanese II,3
JAPN 2698,Research Assistantship,1
JAPN 2699,Undergraduate Research,1
JAPN 2813,Special Topics,3
JAPN 2XXX,Japanese Elective,1
JAPN 3001,Advanced Japanese I,3
JAPN 3691,Technical and Scientific Japanese,3
JAPN 3692,Business Japanese,3
JAPN 3693,Japan Today,3
JAPN 3811,Special Topics,1
JAPN 3812,Special Topics,2
JAPN 3813,Special Topics,3
JAPN 3823,Special Topics,3
JAPN 3833,Special Topics,3
JAPN 3XXX,Japanese Elective,1
JAPN 4113,Advanced reading and Listening in Japanese,3
JAPN 4123,Technical and Business Japanese Translation,3
JAPN 4163,Introduction to Japanese Linguistics,3
JAPN 4165,Critical Readings in Japanese Culture and Arts,3
JAPN 4173,Japanese Culture and Society through Anime,3
JAPN 4183,Japanese Culture and Society through Songs,3
JAPN 4231,Designing Websites in Japanese,3
JAPN 4233,CALI Pedagogy for Japanese,3
JAPN 4235,3D RPG Development for Japanese Instruction,3
JAPN 4500,Advanced Intercultural Seminar,3
JAPN 4543,Advanced Japanese for NLP Development,3
JAPN 4695,Japanese Internship,1
JAPN 4698,Research Assistantship,1
JAPN 4699,Undergraduate Research,1
JAPN 4743,Japanese Society and Politics,3
JAPN 4750,Japanese Discourse and Grammar,3
JAPN 4780,Japanese Applied Linguistics,3
JAPN 4813,Special Topics,3
JAPN 4823,Special Topics,3
JAPN 4833,Special Topics,3
JAPN 4901,Special Problems,1
JAPN 4902,Special Problems,1
JAPN 4XXX,Japanese Elective,1
JAPN 6080,Japanese Applied Linguistics for Graduate Students,3
JAPN 6173,Culture and Society through Anime,3
JAPN 6183,Songs: Culture & Society,3
JAPN 6231,Japanese Website Design,3
JAPN 6500,Intercultural Seminar,3
JAPN 6510,Applied Language Practicum,3
JAPN 6511,Applied Language Practicum Abroad,3
JAPN 6695,Japanese Internship Abroad,3
JAPN 6696,Japanese Internship Abroad,6
JAPN 7000,Master's Thesis,1
JAPN 8803,Special Topics,3
KOR 1001,Elementary Korean I,4
KOR 1002,Elementary Korean II,4
KOR 10X1,Trans Elementary Korean I,3
KOR 10X2,Trans Elementary Korean II,3
KOR 1813,Special Topics,3
KOR 1814,Special Topics,4
KOR 1XXX,Korean Elective,1
KOR 2001,Intermediate Korean I,3
KOR 2002,Intermediate Korean II,3
KOR 2691,Intensive Intermediate Korean I,3
KOR 2692,Intensive Intermediate Korean II,3
KOR 2698,Research Assistantship,1
KOR 2699,Undergraduate Research,1
KOR 2813,Special Topics,3
KOR 2823,Special Topics,3
KOR 2XXX,Korean Elective,1
KOR 3001,Advanced Korean I,3
KOR 3002,Advanced Korean II,3
KOR 3691,Business Korean,3
KOR 3692,Current Issues and Technology in Korea,3
KOR 3693,Exploring Modern Korea,3
KOR 3811,Special Topics,1
KOR 3812,Special Topics,2
KOR 3813,Special Topics,3
KOR 3823,Special Topics,3
KOR 3833,Special Topics,3
KOR 3843,Special Topics,3
KOR 3XXX,Korean Elective,1
KOR 4001,Contemporary Korean,3
KOR 4002,Selected Readings Of Modern Korean,3
KOR 4060,Media and Public Culture,3
KOR 4500,Intercultural Seminar,3
KOR 4695,Korean Internship,1
KOR 4698,Research Assistantship,1
KOR 4699,Undegraduate Research,1
KOR 4813,Special Topics,3
KOR 4823,Special Topics,3
KOR 4833,Special Topics,3
KOR 4901,Special Problems,1
KOR 4902,Special Problems,1
KOR 4XXX,Korean Elective,1
LATN 2XXX,Latin Elective,1
LS 0198,Reading Skills,3
LS 0298,English Skills,3
LS 0398,Mathematical Skills,3
LING 1813,Special Topics,3
LING 1XXX,Linguistics Elective,1
LING 2100,Introduction to Linguistics,3
LING 2698,Undergraduate Research Assistantship,1
LING 2699,Undergraduate Research,1
LING 2813,Special Topics,3
LING 2XXX,Linguistics Elective,1
LING 3100,Applications of Linguistics,3
LING 3811,Special Topics,1
LING 3812,Special Topics,2
LING 3813,Special Topics,3
LING 3823,Special Topics,3
LING 3833,Special Topics,3
LING 3XXX,Linguistics Elective,1
LING 4698,Undergraduate Research Assistantship,1
LING 4699,Undergraduate Research,1
LING 4780,Japanese Applied Linguistics,3
LING 4813,Special Topics,3
LING 4823,Special Topics,3
LING 4833,Special Topics,3
LING 4901,Special Problems in Linguistics,1
LING 4902,Special Problems in Linguistics,1
LING 4XXX,Linguistics Elective,1
LMC 1XXX,"Lit,Media,&Comm Elective",1
LMC 2000,"Introduction to Literature, Media, and Communication",3
LMC 2050,"Seminar in Literature, Media, and Communication",3
LMC 2060,Introduction to Literary Studies,3
LMC 2100,"Introduction to Science, Technology and Culture",3
LMC 2200,Introduction to Gender Studies,3
LMC 2350,Introduction to Social Justice,3
LMC 2400,Introduction to Media Studies,3
LMC 2410,Introduction to Game Studies,3
LMC 2500,Introduction to Film,3
LMC 2600,Introduction to Performance Studies,3
LMC 2661,Theatre Production I,1
LMC 2662,Theatre Production II,1
LMC 2698,Research Assistantship,1
LMC 2699,Undergraduate Research,1
LMC 2700,Introduction to Computational Media,3
LMC 2720,Principles of Visual Design,3
LMC 2730,Constructing the Moving Image,3
LMC 2813,Special Topics in STAC,3
LMC 2823,Special Topics in Literature and Culture,3
LMC 2XXX,"Lit,Media,&Comm Elective",1
LMC 3102,"Science, Technology, and the Classical Tradition",3
LMC 3104,The Age of Scientific Discovery,3
LMC 3106,The Age of Scientific Revolution,3
LMC 3112,Evolution and the Industrial Age,3
LMC 3202,Studies in Fiction,3
LMC 3204,Poetry and Poetics,3
LMC 3206,Communication and Culture,3
LMC 3208,African American Literature and Culture,3
LMC 3210,Ethnicity in American Culture,3
LMC 3212,"Women, Literature, and Culture",3
LMC 3214,Science Fiction,3
LMC 3215,Science Fiction Film and Television,3
LMC 3219,Literature and Medicine,3
LMC 3225,Gender Studies in the Disciplines,3
LMC 3226,Major Authors,3
LMC 3228,Shakespeare,3
LMC 3234,Creative Writing,3
LMC 3236,Writing for the Stage and Screen,3
LMC 3252,Studies in Film and Television,3
LMC 3253,Animation,3
LMC 3254,Film History,3
LMC 3255,Cinema and Digital Culture,3
LMC 3256,Major Filmmakers,3
LMC 3257,Global Cinema,3
LMC 3258,Documentary Film,3
LMC 3259,Experimental Film,3
LMC 3262,Performance Studies,3
LMC 3263,"Music, Culture, and Society",3
LMC 3302,"Science, Technology, and Ideology",3
LMC 3304,"Science, Technology, and Gender",3
LMC 3306,"Science, Technology, and Race",3
LMC 3308,Environmentalism and Ecocriticism,3
LMC 3310,The Rhetoric of Scientific Inquiry,3
LMC 3314,Technologies of Representation,3
LMC 3316,"Science, Technology, and Postcolonialism",3
LMC 3318,Biomedicine and Culture,3
LMC 3352,Film and/as Technology,3
LMC 3402,Graphic and Visual Design,3
LMC 3403,"Technical Communication, Theory and Practice",3
LMC 3404,Social Media,3
LMC 3405,"Media, Culture, and Society",3
LMC 3406,Video Production,3
LMC 3407,Advanced Video Production,3
LMC 3408,The Rhetoric of Technical Narratives,3
LMC 3410,The Rhetoric of Nonlinear Documents,3
LMC 3411,The Rhetoric of Visual Communication,3
LMC 3412,Communicating Science and Technology to the Public,3
LMC 3431,Technical Communication Approaches,1
LMC 3432,Technical Communication Strategies,2
LMC 3502,Ancient and Medieval Literature and Culture,3
LMC 3504,Renaissance Literature and Culture,3
LMC 3506,Enlightenment and Culture,3
LMC 3508,Formations of American Culture,3
LMC 3510,Rearticulations of American Culture,3
LMC 3511,American Literature & Culture,3
LMC 3512,British and Continental Romanticism,3
LMC 3514,Victorian Literature and Culture,3
LMC 3516,Literary and Cultural Modernism,3
LMC 3518,Literary and Cultural Postmodernism,3
LMC 3520,Contemporary Issues in Literature & Culture,3
LMC 3661,Theatre Production III: Management,1
LMC 3662,Theatre Production IV: Acting,1
LMC 3705,Principles of Information Design,3
LMC 3710,Principles of Interaction Design,3
LMC 3813,Special Topics,3
LMC 3823,Special Topics in Literature and Culture,3
LMC 3843,Special Topics in Communication,3
LMC 3853,Special Topics in Film,3
LMC 3XXX,"Lit,Media, & Comm Elective",1
LMC 4000,"Senior Seminar in Literature, Media, and Communication",3
LMC 4100,"Seminar in Science, Technology, and Culture",3
LMC 4102,Senior Thesis,3
LMC 4200,Seminar in Literary and Cultural  Theory,3
LMC 4204,Poetry and Poetics II,3
LMC 4300,Seminar in Biomedicine and Culture,3
LMC 4400,Seminar in Media Studies,3
LMC 4406,Contemporary Issues in Professional Communication,3
LMC 4500,Seminar in Film Studies,3
LMC 4600,Seminar in Performance Studies,3
LMC 4602,Performance Practicum,3
LMC 4698,Research Assistantship,1
LMC 4699,Undergraduate Research,1
LMC 4701,Undergraduate Research Proposal Writing,1
LMC 4702,Undergraduate Research Thesis Writing,1
LMC 4710,Game Studio,3
LMC 4720,Interactive Narrative,3
LMC 4725,Games Design as a Cultural Practice,3
LMC 4730,Experimental Digital Art,3
LMC 4731,Game AI,3
LMC 4733,Mixed Reality Experience Design,3
LMC 4811,Special Topics,1
LMC 4812,Special Topics,2
LMC 4813,Special Topics,3
LMC 4814,Special Topics,4
LMC 4815,Special Topics,5
LMC 4904,Internship,1
LMC 4XXX,"Lit,Media,& Comm Elective",1
LMC 6213,Edu Applications New,3
LMC 6215,Issues in Media Studies,3
LMC 6310,"The Computer as an ""Expressive Medium",3
LMC 6311,Visual Culture and Design,3
LMC 6312,"Design, Technology & Representation",3
LMC 6313,Principles of Interaction Design,3
LMC 6314,Design of Networked Media,3
LMC 6315,Product Production,3
LMC 6316,Historical Approaches to Digital Media,3
LMC 6317,Interactive Narrative/Fiction,3
LMC 6318,Experimental Media,3
LMC 6319,Intellectural Property Policy and Law,3
LMC 6320,Globalization and New Media,3
LMC 6321,Architecture of Responsive Spaces,3
LMC 6322,Global Intellectual Property Policy and Law,3
LMC 6325,Game Design and Analysis,3
LMC 6330,Expressive Virtual Space,3
LMC 6340,Mixed Reality Experience Design,3
LMC 6350,The spatial construction of meaning: Design formulation and design cognition,3
LMC 6360,Global Ethnographies and Communication Practices,3
LMC 6366,Global Science Fiction,3
LMC 6367,Literary and Cultural Theory,3
LMC 6368,Global Cinema,3
LMC 6399,Discovery & Invention,3
LMC 6650,Project Studio,3
LMC 6743,STS Core Seminar,3
LMC 6748,"Social Justice, Critical Theory, and Philosophy of Design",3
LMC 6749,Feminist theory and STS,3
LMC 6753,Human-Computer Interaction Professional Preparation and Practice,1
LMC 6770,Mixed Reality Design,3
LMC 6800,Digital Media Master's Project,3
LMC 6998,HCI Master's Project,1
LMC 6XXX,"Lit,Media,&Comm Elective",1
LMC 7000,Digital Media Master's Thesis,1
LMC 7999,PhD Qualifying Prep,1
LMC 8000,Proseminar in Media Theory,3
LMC 8001,Proseminar in Digital Media Studies,3
LMC 8801,Special Topics,1
LMC 8803,Special Topics in Digital Media,3
